Request_ID,Request_Start,Request_End,Total_Processing,Total_Waiting,SLA_Hours,Request_Type,Priority,Department_Requesting,Vendor_Type,Request_Amount,Complexity_Score,System_Load,Num_Stages,Total_TAT,Delay_Ratio,SLA_Breach_Hours,Delayed_Flag,Is_High_Value_Request,Is_High_Complexity,Bottleneck_Stage,Max_Stage_Delay
R04426,2025-01-07 13:34:12,2025-01-14 09:00:00,117.27,12.56,174.0,IT Purchase,Medium,Admin,External,120740,3,0.5968775477013348,4,163.43,0.9392528735632184,0.0,0,0,0,Finance Approval,60.54
R04427,2025-02-02 12:43:12,2025-02-14 09:00:00,180.97,35.43,171.6,IT Purchase,Low,Admin,External,68776,2,0.9979380143300468,10,284.28,1.6566433566433565,112.67999999999998,1,0,0,Finance Approval,44.12
R04428,2025-05-29 10:43:12,2025-06-04 09:00:00,97.02,10.73,216.0,Equipment,Medium,IT,Internal,187303,4,0.7976773468972589,4,142.28,0.6587037037037037,0.0,0,1,1,Finance Approval,54.51
R04429,2025-05-30 13:26:24,2025-06-07 14:17:24,133.41,29.16,194.4,Equipment,High,Operations,Internal,194300,4,0.0008471436197573,8,192.85,0.9920267489711934,0.0,0,1,1,Finance Approval,36.35
R04430,2025-05-07 10:27:36,2025-05-11 09:00:00,45.42,12.78,118.8,Office Supplies,High,HR,External,121387,2,0.8916878182703089,4,94.54,0.7957912457912458,0.0,0,0,0,Finance Approval,22.38
R04431,2025-03-17 10:46:12,2025-03-23 09:00:00,89.6,15.52,216.0,Vendor Contract,High,Operations,Internal,57716,4,0.9899305371903084,4,142.23,0.6584722222222221,0.0,0,0,1,Finance Approval,43.61
R04432,2025-01-25 10:49:48,2025-01-31 09:00:00,92.6,16.01,191.4,IT Purchase,Low,Finance,External,216375,3,0.3789686150300538,4,142.17,0.7427899686520375,0.0,0,1,0,Finance Approval,33.99
R04433,2025-06-15 10:28:12,2025-06-21 09:00:00,95.01,9.58,198.0,Equipment,Medium,HR,External,72001,3,0.4209710629084067,4,142.53,0.7198484848484848,0.0,0,0,0,Finance Approval,43.73
R04434,2025-01-23 11:07:12,2025-01-30 09:00:00,117.66,11.13,283.8,Vendor Contract,Low,HR,Internal,188304,5,0.3046317904066301,4,165.88,0.5844961240310077,0.0,0,1,1,Procurement Review,57.15
R04435,2025-01-21 13:06:36,2025-01-28 12:01:48,141.93,17.45,283.8,Vendor Contract,Low,IT,External,222070,5,0.1331570828201491,4,166.92,0.5881606765327695,0.0,0,1,1,Finance Approval,69.83
R04436,2025-04-05 12:46:48,2025-04-09 09:00:00,63.89,13.23,132.0,Office Supplies,Medium,Operations,External,223881,2,0.0855334606273463,4,92.22,0.6986363636363636,0.0,0,1,0,Finance Approval,22.03
R04437,2025-07-04 12:36:00,2025-07-08 09:00:00,59.29,11.4,114.0,Office Supplies,Medium,HR,External,88691,1,0.3549638618979309,4,92.4,0.8105263157894738,0.0,0,0,0,Procurement Review,24.19
R04438,2025-03-28 10:24:00,2025-04-03 09:00:00,101.42,10.87,156.0,IT Purchase,Medium,Admin,External,51501,2,0.6611972182971293,4,142.6,0.9141025641025641,0.0,0,0,0,Finance Approval,46.18
R04439,2025-06-15 12:37:12,2025-06-19 09:00:00,51.92,14.17,102.6,Office Supplies,High,IT,Internal,30238,1,0.3846929542803523,4,92.38,0.9003898635477583,0.0,0,0,0,Procurement Review,25.62
R04440,2025-03-11 13:56:24,2025-03-16 09:00:00,86.52000000000001,15.66,145.2,Office Supplies,Low,HR,External,108921,2,0.3160881173778547,4,115.06,0.7924242424242425,0.0,0,0,0,Procurement Review,45.8
R04441,2025-01-12 13:39:36,2025-01-21 09:00:00,157.49,20.380000000000003,283.8,Vendor Contract,Low,IT,Internal,221968,5,0.8191228170526251,4,211.34,0.7446793516560958,0.0,0,1,1,Finance Approval,71.35
R04442,2025-01-08 13:27:36,2025-01-12 09:00:00,57.03,10.79,140.4,IT Purchase,High,IT,External,10772,2,0.9990458593646858,4,91.54,0.651994301994302,0.0,0,0,0,Procurement Review,27.27
R04443,2025-04-18 10:15:00,2025-04-22 16:15:00,72.0,9.39,156.0,IT Purchase,Medium,HR,Internal,13022,2,0.0532554965638727,4,102.0,0.6538461538461539,0.0,0,0,0,Finance Approval,43.93
R04444,2025-01-04 10:43:48,2025-01-12 09:00:00,123.13,24.37,194.4,Equipment,High,Operations,Internal,139750,4,0.8561378200266139,7,190.27,0.9787551440329219,0.0,0,0,1,Finance Approval,40.17
R04445,2025-02-25 10:39:00,2025-03-02 09:00:00,80.46,12.39,145.2,Office Supplies,Low,IT,External,132074,2,0.3300815839788883,4,118.35,0.8150826446280992,0.0,0,0,0,Finance Approval,52.71
R04446,2025-06-24 13:28:48,2025-06-30 09:00:00,80.24000000000001,17.17,216.0,Equipment,Medium,HR,Internal,246766,4,0.0415268660817247,4,139.52,0.645925925925926,0.0,0,1,1,Finance Approval,37.61
R04447,2025-06-24 13:46:48,2025-07-02 09:00:00,121.95,26.69,174.0,IT Purchase,Medium,Operations,External,120889,3,0.8570833061618192,7,187.22,1.0759770114942528,13.219999999999999,1,0,0,Finance Approval,37.43
R04448,2025-01-20 10:24:00,2025-01-24 09:00:00,65.0,10.5,198.0,Equipment,Medium,Admin,Internal,22179,3,0.1468141033774007,4,94.6,0.47777777777777775,0.0,0,0,0,Procurement Review,28.7
R04449,2025-03-27 15:07:12,2025-04-01 09:00:00,81.4,17.85,191.4,IT Purchase,Low,Admin,External,198531,3,0.999152434781198,4,113.88,0.5949843260188087,0.0,0,1,0,Finance Approval,31.17
R04450,2025-05-28 15:16:12,2025-06-06 09:00:00,159.98,26.99,264.0,Vendor Contract,Low,Finance,Internal,37372,4,0.6470309550342237,7,209.73,0.7944318181818182,0.0,0,0,1,Finance Approval,60.97
R04451,2025-02-27 10:26:24,2025-03-03 09:00:00,63.36,11.19,132.0,Office Supplies,Medium,HR,Internal,226920,2,0.8235105273962298,4,94.56,0.7163636363636364,0.0,0,1,0,Procurement Review,30.61
R04452,2025-02-25 12:45:36,2025-03-02 09:00:00,87.12,11.6,132.0,Office Supplies,Medium,Operations,External,109825,2,0.0538746298574783,4,116.24,0.8806060606060606,0.0,0,0,0,Finance Approval,47.77
R04453,2025-06-17 10:39:36,2025-06-23 09:00:00,83.49000000000001,13.67,125.4,Office Supplies,Low,Operations,External,63127,1,0.9142929057245626,4,142.34,1.1350877192982456,16.939999999999998,1,0,0,Procurement Review,42.54
R04454,2025-06-15 12:52:12,2025-06-21 09:00:00,91.19,18.38,217.8,Equipment,Low,Admin,Internal,12514,3,0.688247131615764,4,140.13,0.6433884297520661,0.0,0,0,0,Finance Approval,45.21
R04455,2025-04-15 11:37:48,2025-04-23 15:07:12,114.51,29.39,156.0,IT Purchase,Medium,IT,Internal,25924,2,0.3104999109854033,9,195.49,1.2531410256410258,39.49000000000001,1,0,0,Finance Approval,33.29
R04456,2025-04-16 10:15:00,2025-04-23 09:00:00,80.64,24.3,118.8,Office Supplies,High,Admin,Internal,108437,2,0.0345385699564146,7,166.75,1.4036195286195285,47.95,1,0,0,Finance Approval,29.64
R04457,2025-02-26 11:55:12,2025-03-08 09:00:00,167.64,21.15,132.0,Office Supplies,Medium,HR,Internal,244449,2,0.8832016606995483,8,237.08,1.7960606060606061,105.08000000000001,1,1,0,Finance Approval,48.53
R04458,2025-06-29 12:04:48,2025-07-04 09:00:00,75.9,11.17,125.4,Office Supplies,Low,Operations,Internal,13871,1,0.5086221814226991,4,116.92,0.9323763955342902,0.0,0,0,0,Procurement Review,38.5
R04459,2025-01-28 10:26:24,2025-02-04 09:00:00,109.84,19.52,178.2,Equipment,High,IT,External,12148,3,0.3096375410680562,7,166.56,0.9346801346801348,0.0,0,0,0,Finance Approval,57.38
R04460,2025-05-03 13:13:12,2025-05-08 09:20:24,100.54,14.76,174.0,IT Purchase,Medium,IT,Internal,247702,3,0.166842202949619,4,116.12,0.6673563218390804,0.0,0,1,0,Finance Approval,49.27
R04461,2025-01-02 11:05:24,2025-01-09 15:03:36,140.96,16.2,237.6,Equipment,Low,Admin,External,229664,4,0.6498620744429503,4,171.97,0.7237794612794612,0.0,0,1,1,Finance Approval,76.02000000000001
R04462,2025-05-17 12:48:00,2025-05-30 09:00:00,188.76,48.9,232.2,Vendor Contract,High,Admin,Internal,175391,5,0.944554239386496,11,308.2,1.3273040482342808,76.0,1,1,1,Finance Approval,46.73
R04463,2025-03-10 14:10:48,2025-03-14 17:59:24,76.96,12.96,232.2,Vendor Contract,High,Finance,External,240661,5,0.3973499226570076,4,99.81,0.42984496124031013,0.0,0,1,1,Finance Approval,46.43
R04464,2025-06-07 11:30:00,2025-06-11 09:00:00,63.36,11.88,118.8,Office Supplies,High,IT,External,116662,2,0.0414061624183789,4,93.5,0.7870370370370371,0.0,0,0,0,Procurement Review,30.15
R04465,2025-04-07 10:32:24,2025-04-16 09:00:00,115.77,34.89,156.6,IT Purchase,High,IT,External,161961,3,0.644082030542834,10,214.46,1.3694763729246489,57.860000000000014,1,1,0,Finance Approval,29.67
R04466,2025-07-03 10:24:36,2025-07-08 09:00:00,88.19,9.17,125.4,Office Supplies,Low,Admin,External,58120,1,0.0441025943557628,4,118.59,0.9456937799043063,0.0,0,0,0,Finance Approval,41.63
R04467,2025-04-04 11:19:12,2025-04-07 15:00:00,45.790000000000006,8.99,102.6,Office Supplies,High,Admin,External,62921,1,0.1775628032779648,4,75.68,0.7376218323586746,0.0,0,0,0,Finance Approval,20.14
R04468,2025-02-22 10:16:12,2025-03-01 17:42:36,110.35,19.51,102.6,Office Supplies,High,Operations,External,97224,1,0.651150173878252,7,175.44,1.7099415204678363,72.84,1,0,0,Finance Approval,36.06999999999999
R04469,2025-06-28 12:52:12,2025-07-03 09:00:00,63.36,17.54,140.4,IT Purchase,High,IT,Internal,45670,2,0.1968797078580885,6,116.13,0.8271367521367521,0.0,0,0,0,Finance Approval,25.3
R04470,2025-03-24 10:55:48,2025-04-06 09:00:00,207.78,39.36,217.8,Equipment,Low,IT,Internal,25093,3,0.6760671784111242,10,310.07,1.423645546372819,92.26999999999998,1,0,0,Finance Approval,53.24
R04471,2025-06-05 11:40:12,2025-06-09 09:00:00,48.4,10.02,102.6,Office Supplies,High,Operations,Internal,36528,1,0.9709316970392264,4,93.33,0.9096491228070176,0.0,0,0,0,Procurement Review,26.86
R04472,2025-01-05 10:34:48,2025-01-11 09:00:00,91.08,15.010000000000002,145.2,Office Supplies,Low,HR,Internal,210676,2,0.0922629053193822,4,142.42,0.9808539944903581,0.0,0,1,0,Finance Approval,43.42
R04473,2025-05-07 14:54:36,2025-05-25 09:00:00,258.57,53.85,264.0,Vendor Contract,Low,Operations,External,51453,4,0.3240090837055551,13,426.09,1.6139772727272725,162.08999999999997,1,0,1,Finance Approval,62.67
R04474,2025-05-18 11:39:36,2025-05-23 09:00:00,57.38,13.64,118.8,Office Supplies,High,HR,Internal,150541,2,0.3586295795366511,6,117.34,0.9877104377104378,0.0,0,1,0,Manager Approval,16.47
R04475,2025-01-15 12:16:12,2025-01-20 09:00:00,103.18,11.86,216.0,Equipment,Medium,Admin,Internal,246164,4,0.5255748330785585,4,116.73,0.5404166666666667,0.0,0,1,1,Finance Approval,51.32
R04476,2025-02-11 11:48:36,2025-02-16 09:00:00,61.78,15.58,156.6,IT Purchase,High,HR,Internal,196549,3,0.1600384402039469,6,117.19,0.7483397190293742,0.0,0,1,0,Finance Approval,15.48
R04477,2025-04-12 10:30:36,2025-04-18 09:00:00,80.07000000000001,11.34,156.6,IT Purchase,High,HR,Internal,196041,3,0.5592224109228202,4,142.49,0.9098978288633462,0.0,0,1,0,Procurement Review,33.54
R04478,2025-03-29 12:45:36,2025-04-03 09:00:00,66.0,19.71,232.2,Vendor Contract,High,HR,Internal,226509,5,0.867427411358555,4,116.24,0.5006029285099053,0.0,0,1,1,Procurement Review,30.71
R04479,2025-05-19 10:24:36,2025-05-24 09:00:00,84.89,12.330000000000002,125.4,Office Supplies,Low,Finance,External,16255,1,0.0314571413796084,4,118.59,0.9456937799043063,0.0,0,0,0,Finance Approval,49.81
R04480,2025-02-04 13:01:12,2025-02-11 09:00:00,108.67,18.57,283.8,Vendor Contract,Low,IT,Internal,106107,5,0.0195916834842294,4,163.98,0.5778012684989429,0.0,0,0,1,Finance Approval,54.26
R04481,2025-03-28 13:47:24,2025-04-02 09:00:00,84.56,15.56,216.0,Vendor Contract,High,HR,Internal,63672,4,0.3917434559767986,4,115.21,0.5333796296296296,0.0,0,0,1,Finance Approval,41.82000000000001
R04482,2025-07-11 10:12:36,2025-07-13 16:15:00,44.53,8.75,102.6,Office Supplies,High,IT,External,93723,1,0.3818154932717424,4,54.04,0.5267056530214426,0.0,0,0,0,Finance Approval,22.81
R04483,2025-04-03 15:52:12,2025-04-11 09:00:00,146.11,25.18,283.8,Vendor Contract,Low,Finance,External,247807,5,0.7233926963361954,6,185.13,0.6523255813953488,0.0,0,1,1,Finance Approval,71.74
R04484,2025-01-29 13:53:24,2025-02-03 09:00:00,83.49000000000001,15.48,125.4,Office Supplies,Low,IT,External,56864,1,0.8193898550389496,4,115.11,0.9179425837320574,0.0,0,0,0,Finance Approval,45.81
R04485,2025-02-21 10:16:12,2025-02-24 16:19:48,71.39,7.939999999999999,114.0,Office Supplies,Medium,Finance,External,14888,1,0.6640771731196935,4,78.06,0.6847368421052632,0.0,0,0,0,Finance Approval,42.73
R04486,2025-03-03 12:04:48,2025-03-08 09:00:00,84.0,9.63,240.0,Vendor Contract,Medium,Admin,Internal,62974,4,0.2060409972310403,4,116.92,0.4871666666666667,0.0,0,0,1,Procurement Review,40.88
R04487,2025-05-22 10:49:48,2025-05-27 09:00:00,111.3,7.78,145.2,Office Supplies,Low,IT,Internal,212410,2,0.9075023471580244,4,118.17,0.8138429752066116,0.0,0,1,0,Finance Approval,47.83
R04488,2025-01-06 12:24:36,2025-01-13 09:00:00,87.14,21.33,102.6,Office Supplies,High,IT,External,76743,1,0.0676524640764345,7,164.59,1.6041910331384017,61.99000000000001,1,0,0,Finance Approval,30.4
R04489,2025-03-27 11:43:12,2025-04-01 09:00:00,73.92,14.62,156.0,IT Purchase,Medium,Operations,External,65056,2,0.484891425091103,4,117.28,0.7517948717948718,0.0,0,0,0,Finance Approval,39.42
R04490,2025-02-09 11:01:48,2025-02-15 09:00:00,86.28999999999999,15.23,191.4,IT Purchase,Low,Admin,Internal,136034,3,0.9742587096441252,4,141.97,0.7417450365726228,0.0,0,0,0,Finance Approval,36.05
R04491,2025-04-20 12:59:24,2025-05-04 09:00:00,237.94,31.4,191.4,IT Purchase,Low,Operations,Internal,219305,3,0.8624209493863563,8,332.01,1.7346394984326017,140.60999999999999,1,1,0,Finance Approval,85.85
R04492,2025-03-21 14:59:24,2025-03-27 09:00:00,100.95,12.48,264.0,Vendor Contract,Low,Admin,External,22099,4,0.3930338859352763,4,138.01,0.5227651515151515,0.0,0,0,1,Finance Approval,59.16
R04493,2025-01-10 14:34:12,2025-01-18 09:00:00,122.59,33.52,217.8,Equipment,Low,HR,Internal,70340,3,0.460524739526902,8,186.43,0.8559687786960514,0.0,0,0,0,Finance Approval,51.81
R04494,2025-06-02 13:36:00,2025-06-06 16:07:48,56.0,13.03,216.0,Equipment,Medium,IT,Internal,128196,4,0.1787341353474089,4,98.53,0.4561574074074074,0.0,0,0,1,Finance Approval,31.83
R04495,2025-03-22 10:54:00,2025-03-27 09:00:00,91.52,13.8,258.0,Vendor Contract,Medium,Admin,External,172553,5,0.9496192623944631,4,118.1,0.4577519379844961,0.0,0,1,1,Finance Approval,46.71
R04496,2025-02-15 11:45:00,2025-02-19 14:12:00,66.3,14.77,198.0,Equipment,Medium,Finance,Internal,14424,3,0.0493695716855954,4,98.45,0.49722222222222223,0.0,0,0,0,Finance Approval,28.55
R04497,2025-03-06 13:05:24,2025-03-24 09:00:00,281.54,59.54,237.6,Equipment,Low,Finance,Internal,247087,4,0.5265260847720598,14,427.91,1.8009680134680137,190.31000000000003,1,1,1,Finance Approval,55.690000000000005
R04498,2025-01-19 12:30:36,2025-01-25 09:00:00,89.32,18.41,216.0,Equipment,Medium,Operations,Internal,216237,4,0.9256257191717135,4,140.49,0.6504166666666668,0.0,0,1,1,Procurement Review,45.3
R04499,2025-05-05 10:40:48,2025-05-11 09:00:00,85.92999999999999,8.82,216.0,Vendor Contract,High,Operations,External,58873,4,0.6791729268033402,4,142.32,0.6588888888888889,0.0,0,0,1,Finance Approval,37.83
R04500,2025-04-22 10:51:00,2025-04-28 09:00:00,95.04,20.16,232.2,Vendor Contract,High,IT,External,143708,5,0.7683009726090605,7,142.15,0.6121877691645135,0.0,0,0,1,Procurement Review,24.290000000000003
R04501,2025-05-19 11:00:36,2025-05-25 09:00:00,93.87,10.56,237.6,Equipment,Low,Operations,Internal,187354,4,0.4385414949870363,4,141.99,0.5976010101010102,0.0,0,1,1,Procurement Review,39.44
R04502,2025-07-11 10:14:24,2025-07-21 09:00:00,150.44,25.61,102.6,Office Supplies,High,Finance,External,89406,1,0.5165938262161279,10,238.76,2.3270955165692007,136.16,1,0,0,Procurement Review,36.75
R04503,2025-05-04 12:57:00,2025-05-10 09:00:00,111.09,16.79,237.6,Equipment,Low,Finance,Internal,106363,4,0.3436281038045899,4,140.05,0.589436026936027,0.0,0,0,1,Finance Approval,59.68
R04504,2025-05-28 14:14:24,2025-06-02 09:00:00,81.98,14.84,145.2,Office Supplies,Low,Finance,Internal,239774,2,0.6303929169161219,4,114.76,0.7903581267217632,0.0,0,1,0,Finance Approval,37.76
R04505,2025-05-19 10:49:12,2025-05-24 09:00:00,75.65,11.81,217.8,Equipment,Low,IT,External,11628,3,0.3397807355870129,4,118.18,0.5426078971533517,0.0,0,0,0,Finance Approval,27.56
R04506,2025-05-19 11:53:24,2025-05-24 09:00:00,85.36,11.21,132.0,Office Supplies,Medium,HR,External,216486,2,0.8307698376911734,4,117.11,0.8871969696969697,0.0,0,1,0,Finance Approval,41.72
R04507,2025-02-12 10:19:48,2025-02-19 09:00:00,110.31,20.58,118.8,Office Supplies,High,Operations,External,173544,2,0.3443548528803216,7,166.67,1.402946127946128,47.86999999999999,1,1,0,Finance Approval,45.58
R04508,2025-05-01 13:22:12,2025-05-14 16:46:48,200.05,40.41,125.4,Office Supplies,Low,Admin,Internal,36826,1,0.2012106416966997,14,315.41,2.515231259968102,190.01000000000002,1,0,0,Finance Approval,63.99
R04509,2025-01-31 13:36:00,2025-02-05 09:00:00,77.8,13.02,156.6,IT Purchase,High,Admin,External,149619,3,0.6317192483315325,4,115.4,0.7369093231162197,0.0,0,0,0,Finance Approval,42.73
R04510,2025-03-02 11:54:36,2025-03-08 09:00:00,95.26,10.55,118.8,Office Supplies,High,HR,External,156134,2,0.8632975944570583,4,141.09,1.1876262626262626,22.290000000000006,1,1,0,Finance Approval,37.83
R04511,2025-02-20 10:23:24,2025-02-24 09:00:00,55.370000000000005,9.37,156.6,IT Purchase,High,Admin,External,237878,3,0.1024842379134994,4,94.61,0.6041507024265645,0.0,0,1,0,Finance Approval,31.63
R04512,2025-03-03 12:59:24,2025-03-23 09:42:00,327.63,66.34,264.0,Vendor Contract,Low,HR,External,28058,4,0.3896155632838629,14,476.71,1.805719696969697,212.70999999999998,1,0,1,Finance Approval,65.92
R04513,2025-06-10 14:01:12,2025-06-14 09:00:00,77.08,14.64,258.0,Vendor Contract,Medium,HR,External,139534,5,0.2314651336047466,4,90.98,0.3526356589147287,0.0,0,0,1,Finance Approval,26.08
R04514,2025-02-15 10:37:48,2025-02-20 09:00:00,64.35,13.45,174.0,IT Purchase,Medium,Admin,Internal,155575,3,0.9891697100669538,4,118.37,0.6802873563218391,0.0,0,1,0,Procurement Review,33.49
R04515,2025-01-10 10:46:48,2025-01-14 09:00:00,56.58,11.55,145.2,Office Supplies,Low,Operations,Internal,104249,2,0.7327459480964269,4,94.22,0.6488980716253444,0.0,0,0,0,Finance Approval,21.0
R04516,2025-03-05 11:57:36,2025-03-10 09:00:00,82.85,7.77,156.6,IT Purchase,High,HR,Internal,235486,3,0.4375388090029153,4,117.04,0.747381864623244,0.0,0,1,0,Finance Approval,54.51
R04517,2025-04-01 10:34:48,2025-04-10 09:00:00,122.07,26.56,156.6,IT Purchase,High,Operations,External,223752,3,0.8204449302174674,7,214.42,1.369220945083014,57.81999999999999,1,1,0,Finance Approval,39.2
R04518,2025-07-18 10:32:24,2025-07-24 09:00:00,100.77,13.12,174.0,IT Purchase,Medium,Operations,External,205100,3,0.6745483453105486,4,142.46,0.8187356321839081,0.0,0,1,0,Finance Approval,58.92
R04519,2025-02-20 13:42:00,2025-02-25 09:00:00,70.47,18.02,194.4,Equipment,High,Finance,External,161022,4,0.2927840929661602,4,115.3,0.5931069958847737,0.0,0,1,1,Procurement Review,27.74
R04520,2025-06-18 13:16:48,2025-06-22 09:00:00,74.36,10.34,198.0,Equipment,Medium,Finance,External,1392,3,0.2479288249190204,4,91.72,0.4632323232323232,0.0,0,0,0,Finance Approval,28.950000000000003
R04521,2025-06-11 12:21:00,2025-06-23 15:09:00,164.64,39.8,216.0,Vendor Contract,High,Operations,Internal,3539,4,0.6551374275592314,10,290.8,1.3462962962962963,74.80000000000001,1,0,1,Finance Approval,44.36
R04522,2025-03-31 13:24:00,2025-04-06 09:00:00,98.67,13.56,198.0,Equipment,Medium,Admin,External,25426,3,0.392468140652906,4,139.6,0.705050505050505,0.0,0,0,0,Finance Approval,41.87
R04523,2025-04-30 10:43:48,2025-05-11 09:00:00,170.94000000000003,20.87,240.0,Vendor Contract,Medium,Finance,External,47380,4,0.846550711076313,7,262.27,1.0927916666666666,22.269999999999982,1,0,1,Finance Approval,50.53
R04524,2025-05-03 11:03:00,2025-05-09 09:00:00,77.28,16.89,237.6,Equipment,Low,Operations,Internal,101292,4,0.5286137752226158,4,141.95,0.5974326599326599,0.0,0,0,1,Procurement Review,35.12
R04525,2025-03-26 12:44:24,2025-04-07 09:00:00,214.6,30.18,191.4,IT Purchase,Low,Operations,External,105185,3,0.4951255878046042,7,284.26,1.4851619644723093,92.85999999999999,1,0,0,Procurement Review,88.85
R04526,2025-01-20 11:45:00,2025-01-24 09:00:00,57.03,8.92,140.4,IT Purchase,High,IT,External,57624,2,0.5348308066966375,4,93.25,0.6641737891737891,0.0,0,0,0,Finance Approval,22.44
R04527,2025-07-16 13:52:12,2025-07-21 09:00:00,78.41,15.83,232.2,Vendor Contract,High,IT,External,177594,5,0.0743245930486014,4,115.13,0.49582256675279934,0.0,0,1,1,Finance Approval,51.1
R04528,2025-01-07 11:52:12,2025-01-12 09:00:00,79.34,11.85,132.0,Office Supplies,Medium,Admin,Internal,126042,2,0.7926509408432696,4,117.13,0.8873484848484848,0.0,0,0,0,Procurement Review,48.61
R04529,2025-04-21 12:13:12,2025-04-28 09:00:00,127.06,10.07,258.0,Vendor Contract,Medium,Admin,External,173542,5,0.0375753395512592,4,164.78,0.6386821705426357,0.0,0,1,1,Finance Approval,60.1
R04530,2025-07-12 13:46:12,2025-07-17 09:00:00,75.4,24.27,198.0,Equipment,Medium,Finance,Internal,50885,3,0.8399842783933874,6,115.23,0.581969696969697,0.0,0,0,0,Procurement Review,29.18
R04531,2025-06-25 10:33:00,2025-06-30 09:00:00,75.14,16.7,125.4,Office Supplies,Low,Finance,External,39325,1,0.5490676113799338,4,118.45,0.9445773524720893,0.0,0,0,0,Finance Approval,44.79
R04532,2025-06-10 12:28:12,2025-06-19 15:54:00,157.65,23.07,145.2,Office Supplies,Low,Operations,Internal,111567,2,0.5909998618531644,7,219.43,1.5112258953168045,74.23000000000002,1,0,0,Finance Approval,54.8
R04533,2025-05-14 11:42:00,2025-05-20 09:00:00,89.11,12.83,132.0,Office Supplies,Medium,IT,External,231196,2,0.4497500464892062,4,141.3,1.0704545454545455,9.300000000000011,1,1,0,Finance Approval,41.67
R04534,2025-07-09 10:33:00,2025-07-14 09:00:00,73.22,12.81,156.6,IT Purchase,High,Operations,Internal,172049,3,0.7130079287194198,4,118.45,0.7563856960408685,0.0,0,1,0,Procurement Review,33.260000000000005
R04535,2025-04-29 10:33:36,2025-05-07 09:00:00,113.85,21.9,145.2,Office Supplies,Low,Finance,Internal,167060,2,0.0169433347414743,7,190.44,1.3115702479338844,45.24000000000001,1,1,0,Procurement Review,44.1
R04536,2025-01-12 12:24:36,2025-01-20 17:42:00,128.03,22.74,240.0,Vendor Contract,Medium,HR,Internal,94347,4,0.7575267913313836,7,197.29,0.8220416666666667,0.0,0,0,1,Procurement Review,42.31
R04537,2025-01-19 12:51:36,2025-01-26 09:00:00,104.65,26.68,217.8,Equipment,Low,Finance,Internal,55036,3,0.6805657598360828,6,164.14,0.7536271808999081,0.0,0,0,0,Procurement Review,46.16
R04538,2025-05-08 14:19:12,2025-05-14 09:00:00,103.61,19.06,191.4,IT Purchase,Low,Admin,Internal,227708,3,0.2143280497492927,4,138.68,0.7245559038662487,0.0,0,1,0,Procurement Review,48.08
R04539,2025-01-16 13:21:00,2025-01-24 14:36:36,108.16,26.11,178.2,Equipment,High,Operations,Internal,50158,3,0.3299268613126349,7,193.26,1.0845117845117844,15.060000000000002,1,0,0,Finance Approval,36.9
R04540,2025-01-16 14:24:00,2025-01-20 16:52:12,80.45,13.05,171.6,IT Purchase,Low,Operations,External,80802,2,0.8085398565041381,4,98.47,0.5738344988344989,0.0,0,0,0,Finance Approval,46.27
R04541,2025-05-01 11:41:24,2025-05-06 09:00:00,68.68,13.11,140.4,IT Purchase,High,Operations,External,50492,2,0.4241403227972951,4,117.31,0.8355413105413105,0.0,0,0,0,Finance Approval,34.61
R04542,2025-07-06 10:39:36,2025-07-16 09:00:00,140.55,26.04,125.4,Office Supplies,Low,Operations,External,94916,1,0.9442039915277726,8,238.34,1.9006379585326953,112.94,1,0,0,Finance Approval,36.85
R04543,2025-05-08 12:25:12,2025-05-15 09:00:00,106.48,18.82,114.0,Office Supplies,Medium,Admin,External,70346,1,0.089839668185758,7,164.58,1.443684210526316,50.58000000000001,1,0,0,Finance Approval,33.1
R04544,2025-01-14 14:31:48,2025-01-19 09:00:00,69.31,13.82,232.2,Vendor Contract,High,Finance,Internal,109143,5,0.7631999544176015,4,114.47,0.49298018949181743,0.0,0,0,1,Procurement Review,34.24
R04545,2025-03-11 12:12:00,2025-03-17 09:00:00,103.44,15.2,174.0,IT Purchase,Medium,HR,Internal,146729,3,0.8869080087998941,4,140.8,0.8091954022988507,0.0,0,0,0,Finance Approval,41.7
R04546,2025-04-05 10:34:12,2025-04-09 09:00:00,49.08,13.77,156.6,IT Purchase,High,Admin,External,225909,3,0.788765390549106,4,94.43,0.6030012771392083,0.0,0,1,0,Finance Approval,23.520000000000003
R04547,2025-04-22 12:13:12,2025-04-27 09:00:00,68.08,13.27,232.2,Vendor Contract,High,HR,Internal,135832,5,0.0239274703838352,4,116.78,0.5029285099052542,0.0,0,0,1,Finance Approval,42.81
R04548,2025-05-17 12:16:48,2025-05-22 09:00:00,77.0,17.189999999999998,216.0,Equipment,Medium,Finance,Internal,243987,4,0.5329624981795875,4,116.72,0.5403703703703704,0.0,0,1,1,Procurement Review,46.49
R04549,2025-02-20 10:30:00,2025-02-26 09:00:00,92.4,11.27,216.0,Equipment,Medium,Operations,External,100407,4,0.0830397259065857,4,142.5,0.6597222222222222,0.0,0,0,1,Procurement Review,41.47
R04550,2025-06-09 12:33:36,2025-06-15 09:00:00,85.02,14.68,145.2,Office Supplies,Low,Finance,Internal,196705,2,0.7390677705278148,4,140.44,0.9672176308539946,0.0,0,1,0,Finance Approval,35.62
R04551,2025-01-03 10:22:12,2025-01-07 09:00:00,58.8,9.94,156.0,IT Purchase,Medium,IT,Internal,43919,2,0.5318723641728729,4,94.63,0.6066025641025641,0.0,0,0,0,Finance Approval,24.51
